iteration,log_likelihood
1445,-303.859
1446,-303.859
1447,-303.859
1448,-303.859
1449,-303.859
1450,-303.859
1451,-303.859
1452,-303.859
1453,-303.859
1454,-303.859
1455,-303.859
1456,-303.859
1457,-303.859
1458,-303.859
1459,-303.859
1460,-303.859
1461,-303.859
1462,-303.859
1463,-303.859
1464,-303.859
1465,-303.859
1466,-303.859
1467,-303.859
1468,-303.859
1469,-303.859
1470,-303.859
1471,-303.859
1472,-303.859
1473,-303.859
1474,-303.859
1475,-303.859
1476,-303.859
1477,-303.859
1478,-303.859
1479,-303.859
1480,-303.859
1481,-303.859
1482,-303.859
1483,-303.859
1484,-303.859
1485,-303.859
1486,-303.859
1487,-303.859
1488,-303.859
1489,-303.859
1490,-303.859
1491,-303.859
1492,-303.859
1493,-303.859
1494,-303.859
1495,-303.859
1496,-303.859
1497,-303.859
1498,-303.859
1499,-303.859
1500,-303.859
1501,-303.859
1502,-303.859
1503,-303.859
1504,-303.859
1505,-303.859
1506,-303.859
1507,-303.859
1508,-303.859
1509,-303.859
1510,-303.859
1511,-303.859
1512,-303.859
1513,-303.859
1514,-303.859
1515,-303.859
1516,-303.859
1517,-303.859
1518,-303.859
1519,-303.859
1520,-303.859
1521,-303.859
1522,-303.859
1523,-303.859
1524,-303.859
1525,-303.859
1526,-303.859
1527,-303.859
1528,-303.859
1529,-303.859
1530,-303.859
1531,-303.859
1532,-303.859
1533,-303.859
1534,-303.859
1535,-303.859
1536,-303.859
1537,-303.859
1538,-303.859
1539,-303.859
1540,-303.859
1541,-303.859
1542,-303.859
1543,-303.859
1544,-303.859
1545,-303.859
1546,-303.859
1547,-303.859
1548,-303.859
1549,-303.859
1550,-303.859
1551,-303.859
1552,-303.859
1553,-303.859
1554,-303.859
1555,-303.859
1556,-303.859
1557,-303.859
1558,-303.859
1559,-303.859
1560,-303.859
1561,-303.859
1562,-303.859
1563,-303.859
1564,-303.859
1565,-303.859
1566,-303.859
1567,-303.859
1568,-303.859
1569,-303.859
1570,-303.859
1571,-303.859
1572,-303.859
1573,-303.859
1574,-303.859
1575,-303.859
1576,-303.859
1577,-303.859
1578,-303.859
1579,-303.859
1580,-303.859
1581,-303.859
1582,-303.859
1583,-303.859
1584,-303.859
1585,-303.859
1586,-303.859
1587,-303.859
1588,-303.859
1589,-303.859
1590,-303.859
1591,-303.859
1592,-303.859
1593,-303.859
1594,-303.859
1595,-303.859
1596,-303.859
1597,-303.859
1598,-303.859
1599,-303.859
1600,-303.859
1601,-303.859
1602,-303.859
1603,-303.859
1604,-303.859
1605,-303.859
1606,-303.859
1607,-303.859
1608,-303.859
1609,-303.859
1610,-303.859
1611,-303.859
1612,-303.859
1613,-303.859
1614,-303.859
1615,-303.859
1616,-303.859
1617,-303.859
1618,-303.859
1619,-303.859
1620,-303.859
1621,-303.859
1622,-303.859
